"date","site_id","restoration_type","start_time","time_segment","common_name","number","distance","HSF","scientific_name","eBird_codes","time_of_day","data_type"
2020-03-12,"HP37P4B","BM","061000","062500","Indian Scimitar-Babbler",11,NA,"H","Pomatorhinus horsfieldii","ISBA","6AM to 7AM","acoustic_data"
2020-03-12,"HP37P4B","BM","061000","062500","Indian White-eye",11,NA,"H","Zosterops palpebrosus","IWEY","6AM to 7AM","acoustic_data"
2020-03-12,"HP37P4B","BM","061000","062500","Malabar Whistling-Thrush",8,NA,"H","Myophonus horsfieldii","MWTH","6AM to 7AM","acoustic_data"
2020-03-12,"HP37P4B","BM","061000","062500","Orange-headed Thrush",7,NA,"H","Geokichla citrina","OHTH","6AM to 7AM","acoustic_data"
2020-03-12,"HP37P4B","BM","061000","062500","Gray-headed Canary-Flycatcher",13,NA,"H","Culicicapa ceylonensis","GHCF","6AM to 7AM","acoustic_data"
2020-03-12,"HP37P4B","BM","061000","062500","Nilgiri Flowerpecker",2,NA,"H","Dicaeum concolor","NIFP","6AM to 7AM","acoustic_data"
2020-03-12,"HP37P4B","BM","061000","062500","Crimson-backed Sunbird",18,NA,"H","Leptocoma minima","CBSU","6AM to 7AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071000","Gray Junglefowl",2,NA,"H","Gallus sonneratii","GRJU","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071000","Mountain Imperial-Pigeon",5,NA,"H","Ducula badia","MIPI","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071000","Malabar Trogon",3,NA,"H","Harpactes fasciatus","MATR","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071000","White-cheeked Barbet",21,NA,"H","Psilopogon viridis","WCBA","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071000","Common Iora",2,NA,"H","Aegithina tiphia","COIO","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071000","Greater Racket-tailed Drongo",2,NA,"H","Dicrurus paradiseus","GRTD","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071000","Square-tailed Bulbul",20,NA,"H","Hypsipetes ganeesa","STBU","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071000","Indian Scimitar-Babbler",16,NA,"H","Pomatorhinus horsfieldii","ISBA","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071000","Velvet-fronted Nuthatch",1,NA,"H","Sitta frontalis","VFNU","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071000","Southern Hill Myna",1,NA,"H","Gracula indica","SHMY","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071000","Malabar Whistling-Thrush",2,NA,"H","Myophonus horsfieldii","MWTH","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071000","Asian Fairy-bluebird",7,NA,"H","Irena puella","AFBL","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071000","Nilgiri Flowerpecker",1,NA,"H","Dicaeum concolor","NIFP","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071000","Crimson-backed Sunbird",24,NA,"H","Leptocoma minima","CBSU","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071500","Gray Junglefowl",1,NA,"H","Gallus sonneratii","GRJU","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071500","Mountain Imperial-Pigeon",3,NA,"H","Ducula badia","MIPI","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071500","Greater Coucal",3,NA,"H","Centropus sinensis","GRCO","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071500","White-cheeked Barbet",14,NA,"H","Psilopogon viridis","WCBA","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071500","Greater Racket-tailed Drongo",5,NA,"H","Dicrurus paradiseus","GRTD","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071500","Yellow-browed Bulbul",2,NA,"H","Iole indica","YBBU","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071500","Square-tailed Bulbul",4,NA,"H","Hypsipetes ganeesa","STBU","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071500","Indian Scimitar-Babbler",18,NA,"H","Pomatorhinus horsfieldii","ISBA","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071500","Wayanad Laughingthrush",1,NA,"H","Pterorhinus delesserti","WALA","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071500","Malabar Whistling-Thrush",1,NA,"H","Myophonus horsfieldii","MWTH","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071500","Gray-headed Canary-Flycatcher",1,NA,"H","Culicicapa ceylonensis","GHCF","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071500","Asian Fairy-bluebird",5,NA,"H","Irena puella","AFBL","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071500","Nilgiri Flowerpecker",1,NA,"H","Dicaeum concolor","NIFP","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","071500","Crimson-backed Sunbird",24,NA,"H","Leptocoma minima","CBSU","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072000","White-throated Kingfisher",2,NA,"H","Halcyon smyrnensis","WTKI","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072000","White-cheeked Barbet",9,NA,"H","Psilopogon viridis","WCBA","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072000","Greater Racket-tailed Drongo",16,NA,"H","Dicrurus paradiseus","GRTD","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072000","Yellow-browed Bulbul",2,NA,"H","Iole indica","YBBU","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072000","Square-tailed Bulbul",16,NA,"H","Hypsipetes ganeesa","STBU","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072000","Indian Scimitar-Babbler",14,NA,"H","Pomatorhinus horsfieldii","ISBA","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072000","Southern Hill Myna",7,NA,"H","Gracula indica","SHMY","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072000","Gray-headed Canary-Flycatcher",8,NA,"H","Culicicapa ceylonensis","GHCF","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072000","Nilgiri Flowerpecker",7,NA,"H","Dicaeum concolor","NIFP","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072000","Crimson-backed Sunbird",24,NA,"H","Leptocoma minima","CBSU","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072500","White-cheeked Barbet",3,NA,"H","Psilopogon viridis","WCBA","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072500","Common Iora",1,NA,"H","Aegithina tiphia","COIO","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072500","Orange Minivet",5,NA,"H","Pericrocotus flammeus","ORMI","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072500","Greater Racket-tailed Drongo",11,NA,"H","Dicrurus paradiseus","GRTD","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072500","Square-tailed Bulbul",3,NA,"H","Hypsipetes ganeesa","STBU","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072500","Puff-throated Babbler",12,NA,"H","Pellorneum ruficeps","PTBA","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072500","Indian Scimitar-Babbler",11,NA,"H","Pomatorhinus horsfieldii","ISBA","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072500","Brown-cheeked Fulvetta",1,NA,"H","Alcippe poioicephala","BCFU","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072500","Indian White-eye",6,NA,"H","Zosterops palpebrosus","IWEY","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072500","Gray-headed Canary-Flycatcher",13,NA,"H","Culicicapa ceylonensis","GHCF","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072500","Asian Fairy-bluebird",1,NA,"H","Irena puella","AFBL","7AM to 8AM","acoustic_data"
2020-03-13,"HP37P4B","BM","071000","072500","Crimson-backed Sunbird",17,NA,"H","Leptocoma minima","CBSU","7AM to 8AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","085500","Vernal Hanging-Parrot",4,NA,"H","Loriculus vernalis","VHPA","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","085500","White-cheeked Barbet",24,NA,"H","Psilopogon viridis","WCBA","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","085500","Greater Flameback",8,NA,"H","Chrysocolaptes guttacristatus","GRFL","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","085500","Bar-winged Flycatcher-shrike",15,NA,"H","Hemipus picatus","BWFS","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","085500","Yellow-browed Bulbul",18,NA,"H","Iole indica","YBBU","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","085500","Square-tailed Bulbul",2,NA,"H","Hypsipetes ganeesa","STBU","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","085500","Greenish Warbler",6,NA,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","085500","Brown-cheeked Fulvetta",20,NA,"H","Alcippe poioicephala","BCFU","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","085500","Velvet-fronted Nuthatch",7,NA,"H","Sitta frontalis","VFNU","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","085500","Gray-headed Canary-Flycatcher",20,NA,"H","Culicicapa ceylonensis","GHCF","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","085500","Nilgiri Flowerpecker",8,NA,"H","Dicaeum concolor","NIFP","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","085500","Crimson-backed Sunbird",9,NA,"H","Leptocoma minima","CBSU","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090000","White-cheeked Barbet",24,NA,"H","Psilopogon viridis","WCBA","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090000","Greater Flameback",3,NA,"H","Chrysocolaptes guttacristatus","GRFL","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090000","Bar-winged Flycatcher-shrike",1,NA,"H","Hemipus picatus","BWFS","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090000","Orange Minivet",14,NA,"H","Pericrocotus flammeus","ORMI","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090000","Gray-breasted Prinia",8,NA,"H","Prinia hodgsonii","GBPR","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090000","Greenish Warbler",6,NA,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090000","Puff-throated Babbler",2,NA,"H","Pellorneum ruficeps","PTBA","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090000","Brown-cheeked Fulvetta",20,NA,"H","Alcippe poioicephala","BCFU","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090000","Velvet-fronted Nuthatch",1,NA,"H","Sitta frontalis","VFNU","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090000","Gray-headed Canary-Flycatcher",9,NA,"H","Culicicapa ceylonensis","GHCF","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090000","Nilgiri Flowerpecker",8,NA,"H","Dicaeum concolor","NIFP","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090000","Crimson-backed Sunbird",2,NA,"H","Leptocoma minima","CBSU","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090500","White-cheeked Barbet",24,NA,"H","Psilopogon viridis","WCBA","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090500","Greater Flameback",13,NA,"H","Chrysocolaptes guttacristatus","GRFL","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090500","Orange Minivet",15,NA,"H","Pericrocotus flammeus","ORMI","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090500","Greater Racket-tailed Drongo",1,NA,"H","Dicrurus paradiseus","GRTD","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090500","Gray-breasted Prinia",2,NA,"H","Prinia hodgsonii","GBPR","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090500","Greenish Warbler",19,NA,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090500","Brown-cheeked Fulvetta",19,NA,"H","Alcippe poioicephala","BCFU","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090500","Indian White-eye",2,NA,"H","Zosterops palpebrosus","IWEY","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090500","Velvet-fronted Nuthatch",1,NA,"H","Sitta frontalis","VFNU","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090500","Malabar Whistling-Thrush",3,NA,"H","Myophonus horsfieldii","MWTH","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090500","Gray-headed Canary-Flycatcher",3,NA,"H","Culicicapa ceylonensis","GHCF","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090500","Nilgiri Flowerpecker",1,NA,"H","Dicaeum concolor","NIFP","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","090500","Crimson-backed Sunbird",20,NA,"H","Leptocoma minima","CBSU","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","091000","White-cheeked Barbet",18,NA,"H","Psilopogon viridis","WCBA","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","091000","Greater Flameback",3,NA,"H","Chrysocolaptes guttacristatus","GRFL","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","091000","Orange Minivet",18,NA,"H","Pericrocotus flammeus","ORMI","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","091000","Square-tailed Bulbul",1,NA,"H","Hypsipetes ganeesa","STBU","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","091000","Gray-breasted Prinia",2,NA,"H","Prinia hodgsonii","GBPR","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","091000","Greenish Warbler",7,NA,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","091000","Brown-cheeked Fulvetta",16,NA,"H","Alcippe poioicephala","BCFU","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","091000","Indian White-eye",6,NA,"H","Zosterops palpebrosus","IWEY","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","091000","Gray-headed Canary-Flycatcher",3,NA,"H","Culicicapa ceylonensis","GHCF","8AM to 9AM","acoustic_data"
2020-03-14,"HP37P4B","BM","085500","091000","Crimson-backed Sunbird",9,NA,"H","Leptocoma minima","CBSU","8AM to 9AM","acoustic_data"
2020-12-12,"HP37P4B","BM","082500","082500","Vernal Hanging-Parrot",1,NA,"H","Loriculus vernalis","VHPA","8AM to 9AM","acoustic_data"
2020-12-12,"HP37P4B","BM","082500","082500","Yellow-browed Bulbul",21,NA,"H","Iole indica","YBBU","8AM to 9AM","acoustic_data"
2020-12-12,"HP37P4B","BM","082500","082500","Nilgiri Flowerpecker",3,NA,"H","Dicaeum concolor","NIFP","8AM to 9AM","acoustic_data"
2020-12-12,"HP37P4B","BM","082500","082500","Crimson-backed Sunbird",1,NA,"H","Leptocoma minima","CBSU","8AM to 9AM","acoustic_data"
2020-12-12,"HP37P4B","BM","082500","083000","Vernal Hanging-Parrot",4,NA,"H","Loriculus vernalis","VHPA","8AM to 9AM","acoustic_data"
2020-12-12,"HP37P4B","BM","082500","083000","Greenish Warbler",4,NA,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","acoustic_data"
2020-12-12,"HP37P4B","BM","082500","083000","Nilgiri Flowerpecker",2,NA,"H","Dicaeum concolor","NIFP","8AM to 9AM","acoustic_data"
2020-12-12,"HP37P4B","BM","082500","083500","Vernal Hanging-Parrot",1,NA,"H","Loriculus vernalis","VHPA","8AM to 9AM","acoustic_data"
2020-12-12,"HP37P4B","BM","082500","083500","Large-billed Leaf Warbler",2,NA,"H","Phylloscopus magnirostris","LBLW","8AM to 9AM","acoustic_data"
2020-12-12,"HP37P4B","BM","082500","084000","Nilgiri Flowerpecker",2,NA,"H","Dicaeum concolor","NIFP","8AM to 9AM","acoustic_data"
2020-12-12,"HP37P4B","BM","082500","084000","Crimson-backed Sunbird",3,NA,"H","Leptocoma minima","CBSU","8AM to 9AM","acoustic_data"
2020-12-18,"HP37P4B","BM","075000","075000","Brown-cheeked Fulvetta",2,NA,"H","Alcippe poioicephala","BCFU","7AM to 8AM","acoustic_data"
2020-12-18,"HP37P4B","BM","075000","075500","Square-tailed Bulbul",1,NA,"H","Hypsipetes ganeesa","STBU","7AM to 8AM","acoustic_data"
2020-12-18,"HP37P4B","BM","075000","075500","Large-billed Leaf Warbler",12,NA,"H","Phylloscopus magnirostris","LBLW","7AM to 8AM","acoustic_data"
2020-12-18,"HP37P4B","BM","075000","075500","Brown-cheeked Fulvetta",5,NA,"H","Alcippe poioicephala","BCFU","7AM to 8AM","acoustic_data"
2020-12-18,"HP37P4B","BM","075000","075500","Southern Hill Myna",1,NA,"H","Gracula indica","SHMY","7AM to 8AM","acoustic_data"
2020-12-18,"HP37P4B","BM","075000","075500","Gray-headed Canary-Flycatcher",6,NA,"H","Culicicapa ceylonensis","GHCF","7AM to 8AM","acoustic_data"
2020-12-18,"HP37P4B","BM","075000","075500","Nilgiri Flowerpecker",3,NA,"H","Dicaeum concolor","NIFP","7AM to 8AM","acoustic_data"
2020-12-18,"HP37P4B","BM","075000","080000","Large-billed Leaf Warbler",4,NA,"H","Phylloscopus magnirostris","LBLW","7AM to 8AM","acoustic_data"
2020-12-18,"HP37P4B","BM","075000","080000","Brown-cheeked Fulvetta",1,NA,"H","Alcippe poioicephala","BCFU","7AM to 8AM","acoustic_data"
2020-12-18,"HP37P4B","BM","075000","080000","Velvet-fronted Nuthatch",6,NA,"H","Sitta frontalis","VFNU","7AM to 8AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093000","White-cheeked Barbet",4,NA,"H","Psilopogon viridis","WCBA","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093000","Malabar Barbet",1,NA,"H","Psilopogon malabaricus","MABA","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093000","Red-whiskered Bulbul",1,NA,"H","Pycnonotus jocosus","RWBU","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093000","Yellow-browed Bulbul",1,NA,"H","Iole indica","YBBU","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093000","Indian White-eye",18,NA,"H","Zosterops palpebrosus","IWEY","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093000","Southern Hill Myna",23,NA,"H","Gracula indica","SHMY","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093000","Nilgiri Flowerpecker",15,NA,"H","Dicaeum concolor","NIFP","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093000","Crimson-backed Sunbird",13,NA,"H","Leptocoma minima","CBSU","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093500","Vernal Hanging-Parrot",1,NA,"H","Loriculus vernalis","VHPA","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093500","Chestnut-headed Bee-eater",2,NA,"H","Merops leschenaulti","CHBE","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093500","White-cheeked Barbet",2,NA,"H","Psilopogon viridis","WCBA","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093500","Malabar Barbet",1,NA,"H","Psilopogon malabaricus","MABA","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093500","Orange Minivet",12,NA,"H","Pericrocotus flammeus","ORMI","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093500","Yellow-browed Bulbul",6,NA,"H","Iole indica","YBBU","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093500","Indian White-eye",16,NA,"H","Zosterops palpebrosus","IWEY","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093500","Velvet-fronted Nuthatch",1,NA,"H","Sitta frontalis","VFNU","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093500","Southern Hill Myna",20,NA,"H","Gracula indica","SHMY","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093500","Orange-headed Thrush",5,NA,"H","Geokichla citrina","OHTH","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093500","Black-and-orange Flycatcher",1,NA,"H","Ficedula nigrorufa","BAOF","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093500","Gray-headed Canary-Flycatcher",8,NA,"H","Culicicapa ceylonensis","GHCF","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093500","Nilgiri Flowerpecker",16,NA,"H","Dicaeum concolor","NIFP","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","093500","Crimson-backed Sunbird",18,NA,"H","Leptocoma minima","CBSU","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094000","Greater Coucal",11,NA,"H","Centropus sinensis","GRCO","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094000","White-cheeked Barbet",2,NA,"H","Psilopogon viridis","WCBA","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094000","Bronzed Drongo",12,NA,"H","Dicrurus aeneus","BRDR","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094000","Red-whiskered Bulbul",3,NA,"H","Pycnonotus jocosus","RWBU","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094000","Square-tailed Bulbul",4,NA,"H","Hypsipetes ganeesa","STBU","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094000","Indian White-eye",13,NA,"H","Zosterops palpebrosus","IWEY","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094000","Southern Hill Myna",20,NA,"H","Gracula indica","SHMY","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094000","Malabar Whistling-Thrush",1,NA,"H","Myophonus horsfieldii","MWTH","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094000","Orange-headed Thrush",2,NA,"H","Geokichla citrina","OHTH","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094000","Nilgiri Flowerpecker",10,NA,"H","Dicaeum concolor","NIFP","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094000","Crimson-backed Sunbird",24,NA,"H","Leptocoma minima","CBSU","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094500","Gray Junglefowl",4,NA,"H","Gallus sonneratii","GRJU","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094500","Chestnut-headed Bee-eater",2,NA,"H","Merops leschenaulti","CHBE","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094500","White-cheeked Barbet",1,NA,"H","Psilopogon viridis","WCBA","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094500","Yellow-browed Bulbul",3,NA,"H","Iole indica","YBBU","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094500","Square-tailed Bulbul",2,NA,"H","Hypsipetes ganeesa","STBU","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094500","Indian White-eye",7,NA,"H","Zosterops palpebrosus","IWEY","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094500","Southern Hill Myna",17,NA,"H","Gracula indica","SHMY","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094500","Jungle Myna",1,NA,"H","Acridotheres fuscus","JUMY","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094500","Nilgiri Flowerpecker",15,NA,"H","Dicaeum concolor","NIFP","9AM to 10AM","acoustic_data"
2020-03-04,"HP4008R","AR","093000","094500","Crimson-backed Sunbird",16,NA,"H","Leptocoma minima","CBSU","9AM to 10AM","acoustic_data"
2020-03-11,"HP4008R","AR","094000","094000","Crested Serpent-Eagle",14,NA,"H","Spilornis cheela","CSEA","9AM to 10AM","acoustic_data"
2020-03-11,"HP4008R","AR","094000","094000","White-cheeked Barbet",14,NA,"H","Psilopogon viridis","WCBA","9AM to 10AM","acoustic_data"
2020-03-11,"HP4008R","AR","094000","094000","Red-whiskered Bulbul",13,NA,"H","Pycnonotus jocosus","RWBU","9AM to 10AM","acoustic_data"
2020-03-11,"HP4008R","AR","094000","094000","Yellow-browed Bulbul",1,NA,"H","Iole indica","YBBU","9AM to 10AM","acoustic_data"
2020-03-11,"HP4008R","AR","094000","094000","Square-tailed Bulbul",24,NA,"H","Hypsipetes ganeesa","STBU","9AM to 10AM","acoustic_data"
2020-03-11,"HP4008R","AR","094000","094000","Greenish Warbler",3,NA,"H","Phylloscopus trochiloides","GRWA","9AM to 10AM","acoustic_data"
2020-03-11,"HP4008R","AR","094000","094000","Indian White-eye",9,NA,"H","Zosterops palpebrosus","IWEY","9AM to 10AM","acoustic_data"
2020-03-11,"HP4008R","AR","094000","094000","Southern Hill Myna",24,NA,"H","Gracula indica","SHMY","9AM to 10AM","acoustic_data"
2020-03-11,"HP4008R","AR","094000","094000","Nilgiri Flowerpecker",17,NA,"H","Dicaeum concolor","NIFP","9AM to 10AM","acoustic_data"
2020-03-11,"HP4008R","AR","094000","094000","Crimson-backed Sunbird",24,NA,"H","Leptocoma minima","CBSU","9AM to 10AM","acoustic_data"
2020-03-11,"HP4008R","AR","094000","094500","Crested Serpent-Eagle",3,NA,"H","Spilornis cheela","CSEA","9AM to 10AM","acoustic_data"
2020-03-11,"HP4008R","AR","094000","094500","Vernal Hanging-Parrot",3,NA,"H","Loriculus vernalis","VHPA","9AM to 10AM","acoustic_data"
2020-03-11,"HP4008R","AR","094000","094500","White-cheeked Barbet",19,NA,"H","Psilopogon viridis","WCBA","9AM to 10AM","acoustic_data"
2020-03-11,"HP4008R","AR","094000","094500","Lesser Yellownape",2,NA,"H","Picus chlorolophus","LEYE","9AM to 10AM","acoustic_data"
